src,dst,table_id,ip_bytes,ip_packet,ip_duration,in_port,dl_dst,port_bytes,port_packet,port_flow_count,table_active_count,table_lookup_count,table_matched_count,port_rx_packets,port_tx_packets,port_rx_bytes,port_tx_bytes,port_rx_dropped,port_tx_dropped,port_rx_errors,port_tx_errors,port_rx_frame_err,port_rx_over_err,port_rx_crc_err,port_collisions,port_duration_sec
10.0.0.3,internet,0,912,11,2,2,de:40:0f:06:60:25,912,11,3,6,128,128,28,120,2602,14513,0,0,0,0,0,0,0,0,8
10.0.0.3,internet,0,912,11,3,2,de:40:0f:06:60:25,912,11,3,6,129,129,28,122,2602,14727,0,0,0,0,0,0,0,0,9
10.0.0.4,internet,0,81,1,0,3,de:40:0f:06:60:25,1548,20,3,6,187,187,33,123,2754,30641,0,0,0,0,0,0,0,0,12
10.0.0.4,internet,0,81,1,1,3,de:40:0f:06:60:25,1548,20,3,6,189,189,34,125,2824,30781,0,0,0,0,0,0,0,0,13
10.0.0.3,internet,0,82,1,0,2,c6:89:0e:71:89:a8,4777,51,6,11,218,218,68,170,6482,38571,0,0,0,0,0,0,0,0,4
10.0.0.3,internet,0,82,1,1,2,c6:89:0e:71:89:a8,10468,115,7,14,370,370,133,258,12247,210222,0,0,0,0,0,0,0,0,5
10.0.0.3,internet,0,1162,12,2,2,c6:89:0e:71:89:a8,10386,114,5,11,377,377,134,262,12317,210893,0,0,0,0,0,0,0,0,6
10.0.0.4,internet,0,80,1,0,3,c6:89:0e:71:89:a8,1240,13,4,8,436,436,28,125,2598,15959,0,0,0,0,0,0,0,0,12
10.0.0.4,internet,0,80,1,1,3,c6:89:0e:71:89:a8,3100,35,5,10,492,492,51,160,4532,31345,0,0,0,0,0,0,0,0,13
10.0.0.4,internet,0,1160,12,2,3,c6:89:0e:71:89:a8,3020,34,4,9,496,496,52,162,4602,31485,0,0,0,0,0,0,0,0,14
10.0.0.4,internet,0,80,1,0,3,c6:89:0e:71:89:a8,1612,16,4,7,546,546,73,200,6578,36677,0,0,0,0,0,0,0,0,19
10.0.0.4,internet,0,80,1,1,3,c6:89:0e:71:89:a8,2530,22,5,10,573,573,99,232,8932,51909,0,0,0,0,0,0,0,0,20
10.0.0.4,internet,0,1160,12,2,3,c6:89:0e:71:89:a8,3812,40,4,8,612,612,99,232,8932,51909,0,0,0,0,0,0,0,0,21
10.0.0.4,internet,0,1860,22,2,3,c6:89:0e:71:89:a8,1860,22,1,3,612,612,99,232,8932,51909,0,0,0,0,0,0,0,0,22
10.0.0.1,internet,0,84,1,0,1,c6:89:0e:71:89:a8,582,4,2,5,854,851,113,236,9774,120549,0,0,0,0,0,0,0,0,23
10.0.0.1,internet,0,84,1,1,1,c6:89:0e:71:89:a8,1963,16,5,10,904,901,145,280,13388,144381,0,0,0,0,0,0,0,0,24
10.0.0.1,internet,0,84,1,2,1,c6:89:0e:71:89:a8,4216,41,5,10,953,950,156,292,14150,203753,0,0,0,0,0,0,0,0,25
10.0.0.1,internet,0,2968,28,2,1,c6:89:0e:71:89:a8,2968,28,1,3,953,950,156,292,14150,203753,0,0,0,0,0,0,0,0,26
10.0.0.1,internet,0,85,1,0,1,c6:89:0e:71:89:a8,584,4,3,7,1001,998,177,320,16186,206866,0,0,0,0,0,0,0,0,31
10.0.0.1,internet,0,85,1,1,1,c6:89:0e:71:89:a8,6618,73,5,10,1142,1139,358,520,30628,1362475,0,0,0,0,0,0,0,0,32
10.0.0.1,internet,0,1165,12,2,1,c6:89:0e:71:89:a8,15695,195,4,9,1390,1387,361,526,30790,1362953,0,0,0,0,0,0,0,0,33
10.0.0.1,internet,0,14530,183,2,1,c6:89:0e:71:89:a8,14530,183,1,3,1390,1387,361,526,30790,1362953,0,0,0,0,0,0,0,0,34
10.0.0.4,internet,0,85,1,0,3,c6:89:0e:71:89:a8,978,6,3,6,642,642,109,254,10336,54241,0,0,0,0,0,0,0,0,39
10.0.0.4,internet,0,85,1,1,3,c6:89:0e:71:89:a8,3124,23,5,10,690,690,147,302,14526,77313,0,0,0,0,0,0,0,0,40
10.0.0.4,internet,0,85,1,2,3,c6:89:0e:71:89:a8,5516,49,5,10,748,748,180,342,16992,163953,0,0,0,0,0,0,0,0,41
10.0.0.4,internet,0,5873,66,2,3,c6:89:0e:71:89:a8,5873,66,1,3,833,833,209,382,19158,250593,0,0,0,0,0,0,0,0,42
10.0.0.4,internet,0,8339,99,3,3,c6:89:0e:71:89:a8,8339,99,1,3,910,910,233,414,20958,342305,0,0,0,0,0,0,0,0,43
10.0.0.1,internet,0,84,1,0,1,c6:89:0e:71:89:a8,1248,13,3,8,1826,1823,382,562,32966,1368217,0,0,0,0,0,0,0,0,44
10.0.0.4,internet,0,11819,149,4,3,c6:89:0e:71:89:a8,11819,149,1,3,1016,1016,275,462,23838,435073,0,0,0,0,0,0,0,0,44
10.0.0.1,internet,0,84,1,1,1,c6:89:0e:71:89:a8,5537,49,7,16,1945,1942,458,670,40605,1454377,0,0,0,0,0,0,0,0,45
10.0.0.4,internet,0,11819,149,5,3,c6:89:0e:71:89:a8,11819,149,1,3,1016,1016,275,462,23838,435073,0,0,0,0,0,0,0,0,45
10.0.0.1,internet,0,84,1,2,1,c6:89:0e:71:89:a8,8637,86,7,16,2026,2023,458,670,40605,1454377,0,0,0,0,0,0,0,0,46
10.0.0.1,internet,0,3815,40,2,1,c6:89:0e:71:89:a8,3815,40,1,3,2026,2023,458,670,40605,1454377,0,0,0,0,0,0,0,0,47
